Date,Region,Product,Salesperson,Units,UnitPrice,Revenue
2025-12-02,South,Smartphone,Vikram Rao,8,21798,174384
2025-12-02,North,Headphones,Ananya Iyer,2,3435,6870
2025-12-03,West,Monitor,Sneha Gupta,5,12455,62275
2025-12-03,South,Tablet,Divya Nair,6,18578,111468
2025-12-03,North,Monitor,Amit Sharma,1,12228,12228
2025-12-03,South,Tablet,Karan Mehta,5,18250,91250
2025-12-03,East,Monitor,Priya Singh,9,12440,111960
2025-12-04,West,Laptop,Karan Mehta,5,53904,269520
2025-12-04,South,Tablet,Sneha Gupta,3,18748,56244
2025-12-04,East,Monitor,Karan Mehta,1,11728,11728
2025-12-04,North,Headphones,Divya Nair,7,3649,25543
2025-12-04,East,Monitor,Karan Mehta,2,12389,24778
2025-12-05,North,Tablet,Karan Mehta,10,18412,184120
2025-12-05,East,Headphones,Amit Sharma,1,3549,3549
2025-12-05,South,Monitor,Divya Nair,3,11403,34209
2025-12-05,South,Monitor,Vikram Rao,6,12090,72540
2025-12-06,South,Smartphone,Rahul Verma,10,22408,224080
2025-12-06,East,Headphones,Divya Nair,3,3416,10248
2025-12-07,East,Tablet,Sneha Gupta,2,17846,35692
2025-12-07,South,Headphones,Karan Mehta,10,3403,34030
2025-12-07,North,Smartwatch,Sneha Gupta,2,8379,16758
2025-12-07,South,Tablet,Rahul Verma,1,17821,17821
2025-12-07,West,Smartwatch,Vikram Rao,3,7671,23013
2025-12-07,East,Smartphone,Priya Singh,1,22480,22480
2025-12-08,West,Monitor,Divya Nair,2,11669,23338
2025-12-08,South,Smartphone,Vikram Rao,5,22542,112710
2025-12-08,West,Smartphone,Karan Mehta,4,22220,88880
2025-12-08,East,Monitor,Sneha Gupta,7,11616,81312
2025-12-08,South,Laptop,Vikram Rao,5,53545,267725
2025-12-09,South,Tablet,Divya Nair,2,17118,34236
2025-12-09,South,Tablet,Karan Mehta,4,18384,73536
2025-12-09,West,Monitor,Vikram Rao,2,11514,23028
2025-12-09,North,Laptop,Ananya Iyer,4,54840,219360
2025-12-09,East,Smartwatch,Amit Sharma,1,7802,7802
2025-12-10,West,Tablet,Karan Mehta,6,17338,104028
2025-12-10,North,Smartwatch,Rahul Verma,5,7735,38675
2025-12-10,West,Tablet,Divya Nair,3,17261,51783
2025-12-10,West,Smartphone,Vikram Rao,2,21589,43178
2025-12-10,South,Headphones,Vikram Rao,6,3649,21894
2025-12-10,East,Tablet,Vikram Rao,9,17663,158967
2025-12-11,East,Monitor,Divya Nair,3,12066,36198
2025-12-11,West,Laptop,Sneha Gupta,3,52550,157650
2025-12-11,South,Laptop,Divya Nair,5,53149,265745
2025-12-12,West,Laptop,Divya Nair,1,54678,54678
2025-12-12,West,Headphones,Divya Nair,2,3621,7242
2025-12-12,South,Laptop,Ananya Iyer,2,53370,106740
2025-12-12,East,Smartphone,Rahul Verma,9,22709,204381
2025-12-12,South,Smartwatch,Amit Sharma,9,8213,73917
2025-12-13,West,Laptop,Sneha Gupta,8,55972,447776
2025-12-13,East,Laptop,Vikram Rao,2,54417,108834
2025-12-13,North,Tablet,Rahul Verma,1,17245,17245
2025-12-14,West,Monitor,Vikram Rao,10,12189,121890
2025-12-14,East,Laptop,Divya Nair,6,57460,344760
2025-12-14,South,Smartphone,Amit Sharma,5,21610,108050
2025-12-14,North,Monitor,Priya Singh,9,12542,112878
2025-12-14,West,Laptop,Karan Mehta,5,53229,266145
2025-12-15,North,Laptop,Sneha Gupta,3,54386,163158
2025-12-15,West,Tablet,Rahul Verma,2,17637,35274
2025-12-15,West,Monitor,Vikram Rao,10,11557,115570
2025-12-15,North,Tablet,Sneha Gupta,8,17901,143208
2025-12-15,West,Headphones,Vikram Rao,10,3535,35350
2025-12-16,West,Tablet,Rahul Verma,7,18235,127645
2025-12-16,North,Laptop,Ananya Iyer,8,55970,447760
2025-12-17,West,Smartwatch,Priya Singh,5,7974,39870
2025-12-17,North,Headphones,Vikram Rao,3,3669,11007
2025-12-17,East,Smartphone,Karan Mehta,5,22150,110750
2025-12-18,North,Laptop,Priya Singh,9,54587,491283
2025-12-18,North,Headphones,Vikram Rao,6,3414,20484
2025-12-18,North,Smartwatch,Amit Sharma,2,8192,16384
2025-12-18,West,Smartphone,Rahul Verma,7,20999,146993
2025-12-18,West,Monitor,Vikram Rao,6,12104,72624
2025-12-18,West,Monitor,Divya Nair,10,12369,123690
2025-12-19,South,Smartphone,Rahul Verma,2,22543,45086
2025-12-19,East,Monitor,Priya Singh,7,12041,84287
2025-12-19,North,Headphones,Priya Singh,1,3385,3385
2025-12-19,West,Headphones,Karan Mehta,10,3579,35790
2025-12-20,East,Monitor,Karan Mehta,5,11505,57525
2025-12-20,South,Laptop,Sneha Gupta,2,56737,113474
2025-12-20,South,Laptop,Sneha Gupta,8,55817,446536
2025-12-20,South,Headphones,Sneha Gupta,2,3430,6860
2025-12-21,South,Headphones,Karan Mehta,1,3365,3365
2025-12-21,South,Monitor,Divya Nair,8,11965,95720
2025-12-21,West,Smartwatch,Sneha Gupta,4,7835,31340
2025-12-21,West,Laptop,Ananya Iyer,1,52814,52814
2025-12-21,West,Headphones,Divya Nair,10,3533,35330
2025-12-22,East,Laptop,Divya Nair,7,54923,384461
2025-12-22,West,Smartphone,Amit Sharma,9,20941,188469
2025-12-22,East,Smartwatch,Priya Singh,5,8314,41570
2025-12-22,West,Headphones,Priya Singh,8,3542,28336
2025-12-22,East,Headphones,Karan Mehta,1,3381,3381
2025-12-22,South,Headphones,Ananya Iyer,8,3406,27248
2025-12-23,East,Smartwatch,Divya Nair,3,8306,24918
2025-12-23,West,Headphones,Ananya Iyer,8,3604,28832
2025-12-23,South,Smartwatch,Sneha Gupta,5,8152,40760
2025-12-24,West,Smartphone,Rahul Verma,4,21243,84972
2025-12-24,West,Laptop,Karan Mehta,8,53920,431360
2025-12-25,North,Laptop,Ananya Iyer,5,54213,271065
2025-12-25,South,Smartphone,Amit Sharma,2,21643,43286
2025-12-25,North,Smartwatch,Sneha Gupta,2,8049,16098
2025-12-26,East,Tablet,Ananya Iyer,1,18486,18486
2025-12-26,East,Smartphone,Priya Singh,1,22938,22938
2025-12-26,West,Headphones,Priya Singh,2,3598,7196
2025-12-26,North,Smartwatch,Amit Sharma,9,7684,69156
2025-12-26,North,Smartphone,Ananya Iyer,3,22502,67506
2025-12-27,West,Monitor,Priya Singh,3,12176,36528
2025-12-27,East,Smartphone,Priya Singh,4,21866,87464
2025-12-27,West,Laptop,Sneha Gupta,8,54127,433016
2025-12-27,South,Laptop,Vikram Rao,6,56183,337098
2025-12-27,West,Tablet,Sneha Gupta,3,18455,55365
2025-12-28,West,Smartphone,Rahul Verma,7,21809,152663
2025-12-28,West,Headphones,Ananya Iyer,1,3479,3479
2025-12-28,North,Monitor,Priya Singh,2,11805,23610
2025-12-28,West,Smartphone,Karan Mehta,1,21765,21765
2025-12-28,North,Monitor,Rahul Verma,10,11469,114690
2025-12-28,East,Headphones,Karan Mehta,9,3630,32670
2025-12-29,East,Laptop,Vikram Rao,9,55607,500463
2025-12-29,South,Monitor,Karan Mehta,8,12172,97376
2025-12-29,West,Monitor,Ananya Iyer,7,12330,86310
2025-12-29,East,Laptop,Amit Sharma,9,54089,486801
2025-12-30,East,Smartphone,Priya Singh,9,22113,199017
2025-12-30,East,Monitor,Rahul Verma,1,11433,11433
2025-12-30,East,Smartphone,Vikram Rao,7,23071,161497
2025-12-31,North,Tablet,Vikram Rao,9,17738,159642
2025-12-31,North,Monitor,Priya Singh,8,11757,94056
